,Origin,Percent,ID,Name,Lat,Long,ICAO
273,SAV,0.11424240566642331,3613,Savannah Hilton Head International Airport,32.12760162,-81.20210266,KSAV
274,SBA,0.09195120456077974,3949,Santa Barbara Municipal Airport,34.42620087,-119.8399963,KSBA
275,SBN,0.11201328555585897,4359,South Bend Regional Airport,41.70869827270508,-86.31729888916016,KSBN
276,SBP,0.0991958449201139,5768,San Luis County Regional Airport,35.2368011475,-120.64199829100001,KSBP
277,SCC,0.006130080304051984,3620,Deadhorse Airport,70.19470215,-148.46499630000002,PASC
278,SCE,0.015603840773950503,4318,University Park Airport,40.8493003845,-77.84870147710002,KUNV
279,SCK,0.015603840773950503,3805,Stockton Metropolitan Airport,37.894199371338,-121.2379989624,KSCK
280,SDF,0.3059467351749581,4014,Louisville International Standiford Field,38.1744,-85.736,KSDF
281,SEA,1.5771024782242828,3577,Seattle Tacoma International Airport,47.44900131225586,-122.30899810791016,KSEA
282,SFB,0.15548112771186393,4167,Orlando Sanford International Airport,28.7775993347168,-81.23750305175781,KSFB
283,SFO,2.5272649253523403,3469,San Francisco International Airport,37.61899948120117,-122.375,KSFO
284,SGF,0.1421064070484778,4348,Springfield Branson National Airport,37.24570084,-93.38860321,KSGF
285,SGU,0.05795712287467329,4064,St George Municipal Airport,37.0363888889,-113.510305556,KSGU
286,SHV,0.10198224505831935,3609,Shreveport Regional Airport,32.44660186767578,-93.82559967041016,KSHV
287,SIT,0.01003104049753961,3856,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171878,PASI
288,SJC,0.7122038753253122,3748,Norman Y. Mineta San Jose International Airport,37.36259841918945,-121.9290008544922,KSJC
289,SJT,0.023963041188566844,3708,San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,KSJT
290,SLC,1.1769754183779808,3536,Salt Lake City International Airport,40.78839874267578,-111.97799682617188,KSLC
291,SMF,0.5622955478898591,3817,Sacramento International Airport,38.69540023803711,-121.59100341796876,KSMF
292,SMX,0.0022291201105643574,5772,Santa Maria Pub/Capt G Allan Hancock Field,34.89889908,-120.4570007,KSMX
293,SNA,0.5338742664801636,3867,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,KSNA
294,SPI,0.03622320179667081,4336,Abraham Lincoln Capital Airport,39.84410095,-89.67790222,KSPI
295,SPS,0.014489280718668323,3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.98880005,-98.49189758,KSPS
296,SRQ,0.06185808306816092,4067,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,KSRQ
297,STC,0.0027864001382054467,4271,St Cloud Regional Airport,45.54660034179688,-94.05989837646484,KSTC
298,STL,0.9412459666858,3678,Lambert St Louis International Airport,38.74869918823242,-90.37000274658205,KSTL
299,STS,0.021733921078002486,6992,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,KSTS
300,SUN,0.014489280718668323,6494,Friedman Memorial Airport,43.50439835,-114.2959976,KSUN
301,SUX,0.022291201105643574,3753,Sioux Gateway Col. Bud Day Field,42.40259933,-96.38439941,KSUX
302,SWF,0.0367804818243119,3661,Stewart International Airport,41.50410079956055,-74.10479736328125,KSWF
303,SYR,0.20786545031012635,3745,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,KSYR
304,TLH,0.0780192038697525,3698,Tallahassee Regional Airport,30.396499633789066,-84.35030364990234,KTLH
305,TOL,0.04235328210072279,4040,Toledo Express Airport,41.58679962,-83.80780029,KTOL
306,TPA,1.1006280545911515,3646,Tampa International Airport,27.975500106811523,-82.533203125,KTPA
307,TRI,0.03510864174138863,4116,Tri Cities Regional Tn Va Airport,36.47520065307617,-82.40740203857422,KTRI
308,TTN,0.03566592176902972,3447,Trenton Mercer Airport,40.27669906616211,-74.8134994506836,KTTN
309,TUL,0.16439760815412136,3855,Tulsa International Airport,36.19839859008789,-95.88809967041016,KTUL
310,TUS,0.23740129177510405,3636,Tucson International Airport,32.116100311279304,-110.94100189208984,KTUS
311,TVC,0.04848336240477478,4023,Cherry Capital Airport,44.74140167236328,-85.58219909667969,KTVC
312,TWF,0.01783296088451486,4263,Joslin Field Magic Valley Regional Airport,42.48180008,-114.487999,KTWF
313,TXK,0.013374720663386144,3770,Texarkana Regional Webb Field,33.45370101928711,-93.99099731445312,KTXK
314,TYR,0.022291201105643574,3848,Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,KTYR
315,TYS,0.1983916898402278,3676,McGhee Tyson Airport,35.81100082,-83.99400329999997,KTYS
316,UIN,0.019504800967438125,5774,Quincy Regional Baldwin Field,39.94269943,-91.19460297,KUIN
317,VLD,0.015603840773950503,5776,Valdosta Regional Airport,30.78249931335449,-83.27670288085938,KVLD
318,VPS,0.07021728348277725,3873,Destin-Ft Walton Beach Airport,30.4832,-86.525398,KVPS
319,WRG,0.006687360331693072,5969,Wrangell Airport,56.48429871,-132.36999509999998,PAWG
320,XNA,0.18947520939797038,4356,Northwest Arkansas Regional Airport,36.281898,-94.306801,KXNA
321,YAK,0.0022291201105643574,6803,Yakutat Airport,59.503299713100006,-139.660003662,PAYA
322,YNG,0.0011145600552821787,3881,Youngstown Warren Regional Airport,41.26070023,-80.67910004,KYNG
323,YUM,0.022291201105643574,3596,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,KNYL
