ID,Name,Lat,Long,Origin,ICAO
3640,Seymour Johnson Air Force Base,35.33940125,-77.96060181,GSB,KGSB
3641,Theodore Francis Green State Airport,41.73260116577149,-71.42040252685547,PVD,KPVD
3642,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,SBY,KSBY
3643,Rancho Murieta Airport,38.48680114746094,-121.10299682617188,RIU,KRIU
3644,Bob Hope Airport,34.200698852539055,-118.35900115966795,BUR,KBUR
3645,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,DTW,KDTW
3646,Tampa International Airport,27.975500106811523,-82.533203125,TPA,KTPA
3647,Pembina Municipal Airport,48.94250106810001,-97.2407989502,PMB,KPMB
3648,Polk Army Air Field,31.044799800000003,-93.1917038,POE,KPOE
3649,Eielson Air Force Base,64.66570282,-147.102005,EIL,PAEI
3650,Range Regional Airport,47.38660049,-92.83899689,HIB,KHIB
3651,Angelina County Airport,31.2339992523,-94.75,LFK,KLFK
3652,Midland International Airport,31.9424991607666,-102.2020034790039,MAF,KMAF
3653,Austin Straubel International Airport,44.48509979248047,-88.12960052490234,GRB,KGRB
3654,Ardmore Municipal Airport,34.30301,-97.01963420000001,ADM,KADM
3655,Mc Guire Air Force Base,40.01559829999999,-74.59169769,WRI,KWRI
3656,Cherry Point MCAS /Cunningham Field/,34.90090179,-76.88069916,\N,KNKT
3657,Emanuel County Airport,32.609100341796875,-82.36990356445312,SBO,KSBO
3658,Augusta Regional At Bush Field,33.36989974975586,-81.9645004272461,AGS,KAGS
3659,Sloulin Field International Airport,48.177898407,-103.64199829100001,ISN,KISN
3660,Bill & Hillary Clinton National Airport/Adams Field,34.729400634799994,-92.22429656979999,LIT,KLIT
3661,Stewart International Airport,41.50410079956055,-74.10479736328125,SWF,KSWF
3662,Baudette International Airport,48.7284011841,-94.61219787600001,BDE,KBDE
3663,Sacramento Executive Airport,38.5125007629,-121.49299621600001,SAC,KSAC
3664,Homer Airport,59.64559936523438,-151.4770050048828,HOM,PAHO
3665,Waynesville-St. Robert Regional Forney field,37.74160004,-92.14070129,TBN,KTBN
3666,Dobbins Air Reserve Base,33.91540146,-84.51629639,MGE,KMGE
3667,Fairchild Air Force Base,47.6151008606,-117.65599823,SKA,KSKA
3668,Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,HTL,KHTL
3669,Tyndall Air Force Base,30.0695991516,-85.57540130619998,PAM,KPAM
3670,Dallas Fort Worth International Airport,32.896800994873054,-97.03800201416016,DFW,KDFW
3671,Melbourne International Airport,28.10280036926269,-80.64530181884766,MLB,KMLB
3672,McChord Air Force Base,47.1376991272,-122.475997925,TCM,KTCM
3673,Austin Bergstrom International Airport,30.194499969482425,-97.6698989868164,AUS,KAUS
3674,Rickenbacker International Airport,39.813801,-82.927803,LCK,KLCK
3675,Sawyer International Airport,46.3535995483,-87.39540100100001,MQT,KSAW
3676,McGhee Tyson Airport,35.81100082,-83.99400329999999,TYS,KTYS
3677,Hood Army Air Field,31.1387004852,-97.7145004272,HLR,KHLR
3678,Lambert St Louis International Airport,38.74869918823242,-90.37000274658205,STL,KSTL
3679,Millville Municipal Airport,39.36780166625977,-75.07219696044922,MIV,KMIV
3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.98880005,-98.49189758,SPS,KSPS
3681,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,LUK,KLUK
3682,Hartsfield Jackson Atlanta International Airport,33.63669967651367,-84.4281005859375,ATL,KATL
3683,Castle Airport,37.38050079,-120.5680008,MER,KMER
3684,Mc Clellan Airfield,38.66759872,-121.40100100000001,MCC,KMCC
3685,Gerald R. Ford International Airport,42.88079834,-85.52279663,GRR,KGRR
3686,Winkler County Airport,31.779600143400003,-103.20099639899999,INK,KINK
3687,Fresno Yosemite International Airport,36.77619934082031,-119.71800231933594,FAT,KFAT
3688,Vero Beach Municipal Airport,27.655599594116,-80.417900085449,VRB,KVRB
3689,Imperial County Airport,32.834201812699995,-115.57900238,IPL,KIPL
3690,Nashville International Airport,36.1245002746582,-86.6781997680664,BNA,KBNA
3691,Laredo International Airport,27.543800354003906,-99.46160125732422,LRD,KLRD
3692,Elmendorf Air Force Base,61.2509994506836,-149.8070068359375,EDF,PAED
3693,Ralph Wien Memorial Airport,66.88469696,-162.598999,OTZ,PAOT
3694,Altoona Blair County Airport,40.29639816,-78.31999969,AOO,KAOO
3695,Dyess Air Force Base,32.4207992554,-99.85459899899999,DYS,KDYS
3696,South Arkansas Regional At Goodwin Field,33.22100067138672,-92.81330108642578,ELD,KELD
3697,La Guardia Airport,40.77719879,-73.87259674,LGA,KLGA
3698,Tallahassee Regional Airport,30.396499633789066,-84.35030364990234,TLH,KTLH
3699,Dupage Airport,41.90779877,-88.24859619,DPA,KDPA
3700,Waco Regional Airport,31.61129951477051,-97.23049926757812,ACT,KACT
3701,Augusta State Airport,44.320598602299995,-69.7973022461,AUG,KAUG
3702,Hillsboro Municipal Airport,32.08349991,-97.09719849,INJ,KINJ
3704,Mc Kellar Sipes Regional Airport,35.59989929,-88.91560364,MKL,KMKL
3705,Molokai Airport,21.15290069580078,-157.0959930419922,MKK,PHMK
3706,Godman Army Air Field,37.9071006775,-85.9720993042,FTK,KFTK
3707,New River MCAS /H/ /Mccutcheon Fld/ Airport,34.70840073,-77.43969727,\N,KNCA
3708,San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,SJT,KSJT
3709,Calexico International Airport,32.6694984436,-115.51300048799999,CXL,KCXL
3710,Chico Municipal Airport,39.79539871,-121.8580017,CIC,KCIC
3711,Burlington International Airport,44.471900939899996,-73.15329742429998,BTV,KBTV
3712,Jacksonville International Airport,30.49410057067871,-81.68789672851562,JAX,KJAX
3713,Durango La Plata County Airport,37.1515007019,-107.75399780299999,DRO,KDRO
3714,Washington Dulles International Airport,38.94449997,-77.45580292,IAD,KIAD
3715,Easterwood Field,30.58860016,-96.36380005,CLL,KCLL
3716,Felts Field,47.682800292969,-117.32299804688,SFF,KSFF
3717,General Mitchell International Airport,42.94720077514648,-87.89659881591797,MKE,KMKE
3718,Abilene Regional Airport,32.4113006592,-99.68190002440001,ABI,KABI
3719,Columbia Regional Airport,38.81809997558594,-92.21959686279295,COU,KCOU
3720,Portland International Airport,45.58869934,-122.59799960000001,PDX,KPDX
3721,Dade Collier Training and Transition Airport,25.861799240112,-80.897003173828,TNT,KTNT
3722,Palm Beach International Airport,26.68320083618164,-80.09559631347656,PBI,KPBI
3723,Fort Worth Meacham International Airport,32.8198013306,-97.36239624019998,FTW,KFTW
3724,Ogdensburg International Airport,44.681900024399994,-75.46549987790002,OGS,KOGS
3726,Boeing Field King County International Airport,47.52999877929688,-122.302001953125,BFI,KBFI
3727,Lackland Air Force Base,29.38419914,-98.58110046,SKF,KSKF
3728,Honolulu International Airport,21.318700790405273,-157.9219970703125,HNL,PHNL
3729,Des Moines International Airport,41.53400039672852,-93.66310119628906,DSM,KDSM
3730,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539998,EWN,KEWN
3731,San Diego International Airport,32.7336006165,-117.190002441,SAN,KSAN
3732,Monroe Regional Airport,32.51089859008789,-92.0376968383789,MLU,KMLU
3733,Shaw Air Force Base,33.97269821,-80.47059631,SSC,KSSC
3734,Ontario International Airport,34.05599975585937,-117.60099792480469,ONT,KONT
3735,Majors Airport,33.0677986145,-96.0652999878,GVT,KGVT
3736,Roswell International Air Center Airport,33.30160140991211,-104.53099822998048,ROW,KROW
3737,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,DET,KDET
3738,Brownsville South Padre Island International Airport,25.90679931640625,-97.4259033203125,BRO,KBRO
3739,Dothan Regional Airport,31.3213005065918,-85.44960021972656,DHN,KDHN
3740,Cape May County Airport,39.008499145500004,-74.9083023071,WWD,KWWD
3742,Selfridge Angb Airport,42.608299255371094,-82.83550262451172,MTC,KMTC
3743,Four Corners Regional Airport,36.7411994934,-108.230003357,FMN,KFMN
3744,Corpus Christi International Airport,27.77039909362793,-97.5011978149414,CRP,KCRP
3745,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,SYR,KSYR
3746,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,NQX,KNQX
3747,Chicago Midway International Airport,41.7859992980957,-87.75240325927734,MDW,KMDW
3748,Norman Y. Mineta San Jose International Airport,37.36259841918945,-121.9290008544922,SJC,KSJC
3749,Lea County Regional Airport,32.6875,-103.21700290000001,HOB,KHOB
3750,Northeast Philadelphia Airport,40.08190155,-75.01059723,PNE,KPNE
3751,Denver International Airport,39.861698150635,-104.672996521,DEN,KDEN
3752,Philadelphia International Airport,39.87189865112305,-75.24109649658203,PHL,KPHL
3753,Sioux Gateway Col. Bud Day Field,42.40259933,-96.38439941,SUX,KSUX
3754,Middle Georgia Regional Airport,32.692798614501946,-83.64920043945312,MCN,KMCN
3755,Truth Or Consequences Municipal Airport,33.2369003296,-107.27200317399999,TCS,KTCS
3756,Palmdale Regional/USAF Plant 42 Airport,34.62939835,-118.08499909999999,PMD,KPMD
3757,Randolph Air Force Base,29.52969933,-98.27890015,RND,KRND
3758,El Centro Naf Airport,32.829200744628906,-115.6719970703125,NJK,KNJK
3759,Port Columbus International Airport,39.99800109863281,-82.89189910888672,CMH,KCMH
3760,Drake Field,36.00510025024414,-94.17009735107422,FYV,KFYV
3761,Henry Post Army Air Field (Fort Sill),34.64979935,-98.40219879,FSI,KFSI
3762,Princeton Municipal Airport,45.55989838,-93.60820007,PNM,KPNM
3763,Wright-Patterson Air Force Base,39.8260993958,-84.04830169680001,FFO,KFFO
3764,Edward G. Pitka Sr Airport,64.73619843,-156.93699650000002,GAL,PAGA
3765,Chandler Municipal Airport,33.2691,-111.810997,\N,KCHD
3766,Mineral Wells Airport,32.7816009521,-98.0602035522,MWL,KMWL
3767,Mc Connell Air Force Base,37.62189865,-97.26820374,IAB,KIAB
3768,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,NBG,KNBG
3769,Beaufort County Airport,32.4122009277,-80.6343994141,BFT,KARW
3770,Texarkana Regional Webb Field,33.45370101928711,-93.99099731445312,TXK,KTXK
3771,Plattsburgh International Airport,44.6509017944336,-73.46810150146484,PBG,KPBG
3772,Phillips Army Air Field,39.466202,-76.1688,APG,KAPG
3773,Tucumcari Municipal Airport,35.182800293,-103.60299682600001,TCC,KTCC
3774,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,ANC,PANC
3775,Robert Gray  Army Air Field Airport,31.067199706999997,-97.8289031982,GRK,KGRK
3776,Black Rock Airport,35.08319854736328,-108.79199981689452,ZUN,KZUN
3777,Bellingham International Airport,48.79280090332031,-122.53800201416016,BLI,KBLI
3778,Millington Regional Jetport Airport,35.356700897217,-89.87030029296899,NQA,KNQA
3779,Elkins-Randolph Co-Jennings Randolph Field,38.88940048,-79.85710144,EKN,KEKN
3780,Hartford Brainard Airport,41.736698150635,-72.64939880371101,HFD,KHFD
3781,North Central State Airport,41.9207992554,-71.49140167239999,SFZ,KSFZ
3782,Mobile Regional Airport,30.691200256348,-88.242797851562,MOB,KMOB
3783,Moffett Federal Airfield,37.416099548339844,-122.04900360107422,NUQ,KNUQ
3784,Santa Fe Municipal Airport,35.617099761999995,-106.08899688700001,SAF,KSAF
3785,Barking Sands Airport,22.022800445599998,-159.785003662,BKH,PHBK
3786,Beauregard Regional Airport,30.8316993713,-93.3398971558,DRI,KDRI
3787,Bradshaw Army Airfield,19.760099411,-155.554000854,BSF,PHSF
3788,Nogales International Airport,31.41769981384277,-110.8479995727539,OLS,KOLS
3789,Mac Dill Air Force Base,27.84930038,-82.52120209,MCF,KMCF
3790,Scott AFB/Midamerica Airport,38.5452,-89.835197,BLV,KBLV
3791,Opa-locka Executive Airport,25.90699959,-80.27839661,OPF,KOPF
3792,Del Rio International Airport,29.3742008209,-100.92700195299999,DRT,KDRT
3793,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,RSW,KRSW
3794,King Salmon Airport,58.67679977,-156.6490021,AKN,PAKN
3795,Muir Army Air Field (Fort Indiantown Gap) Airport,40.43479919,-76.56939697,MUI,KMUI
3796,Kapalua Airport,20.962900161743164,-156.67300415039062,JHM,PHJH
3797,John F Kennedy International Airport,40.63980103,-73.77890015,JFK,KJFK
3798,Homestead ARB Airport,25.48859978,-80.38359833,HST,KHST
3799,Riverside Municipal Airport,33.95190048,-117.4449997,RAL,KRAL
3800,Sherman Army Air Field,39.3683013916,-94.9147033691,FLV,KFLV
3801,Wallops Flight Facility Airport,37.9402008057,-75.46640014649999,WAL,KWAL
3802,Holloman Air Force Base,32.8525009155,-106.107002258,HMN,KHMN
3803,Willow Grove Naval Air Station/Joint Reserve Base,40.19979858,-75.14820099,NXX,KNXX
3804,Cheyenne Regional Jerry Olson Field,41.15570068,-104.81199649999999,CYS,KCYS
3805,Stockton Metropolitan Airport,37.894199371338,-121.2379989624,SCK,KSCK
3806,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,CHS,KCHS
3807,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922,RNO,KRNO
3808,Ketchikan International Airport,55.35559845,-131.7140045,KTN,PAKT
3809,Willow Run Airport,42.23789978,-83.53040314,YIP,KYIP
3810,Vandenberg Air Force Base,34.7373008728,-120.583999634,VBG,KVBG
3811,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,BHM,KBHM
3812,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,NEL,KNEL
3814,Nellis Air Force Base,36.2361984253,-115.03399658200001,LSV,KLSV
3815,March ARB Airport,33.88069916,-117.2590027,RIV,KRIV
3816,Modesto City Co-Harry Sham Field,37.62580109,-120.9540024,MOD,KMOD
3817,Sacramento International Airport,38.69540023803711,-121.59100341796876,SMF,KSMF
3818,Waukegan National Airport,42.422199249268,-87.86789703369101,UGN,KUGN
3819,City of Colorado Springs Municipal Airport,38.805801391602,-104.70099639893,COS,KCOS
3820,Buffalo Niagara International Airport,42.94049835,-78.73220062,BUF,KBUF
3821,Griffing Sandusky Airport,41.4333992004,-82.6522979736,SKY,KSKY
3822,Snohomish County (Paine Field) Airport,47.90629959,-122.28199769999999,PAE,KPAE
3823,Mountain Home Air Force Base,43.043597999999996,-115.872002,MUO,KMUO
3824,Cedar City Regional Airport,37.70100021362305,-113.0989990234375,CDC,KCDC
3825,Bradley International Airport,41.9388999939,-72.68319702149999,BDL,KBDL
3826,Mc Allen Miller International Airport,26.17580032,-98.23860168,MFE,KMFE
3827,Norfolk Ns (Chambers Fld) Airport,36.93759918,-76.28929901,NGU,KNGU
3828,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,CEF,KCEF
3829,Lubbock Preston Smith International Airport,33.66360092163086,-101.822998046875,LBB,KLBB
3830,Chicago O'Hare International Airport,41.97859955,-87.90480042,ORD,KORD
3831,Boca Raton Airport,26.3784999847,-80.1076965332,BCT,KBCT
3832,Fairbanks International Airport,64.81510162,-147.85600280000003,FAI,PAFA
3833,Quantico MCAF /Turner field,38.50170135,-77.30529785,NYG,KNYG
3834,Cannon Air Force Base,34.3828010559,-103.321998596,CVS,KCVS
3835,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.450500488299998,-157.76800537100002,NGF,PHNG
3836,Offutt Air Force Base,41.118301391602,-95.912498474121,OFF,KOFF
3837,Gulkana Airport,62.15489960000001,-145.4570007,GKN,PAGK
3838,Watertown International Airport,43.99190139770508,-76.02169799804688,ART,KART
3839,Palm Springs International Airport,33.829700469970696,-116.50700378417969,PSP,KPSP
3840,Rick Husband Amarillo International Airport,35.219398498535156,-101.70600128173828,AMA,KAMA
3841,Fort Dodge Regional Airport,42.55149841,-94.19259644,FOD,KFOD
3842,Barksdale Air Force Base,32.5018005371,-93.6626968384,BAD,KBAD
3843,Topeka Regional Airport - Forbes Field,38.9509010315,-95.6635971069,FOE,KFOE
3844,Cotulla-La Salle County Airport,28.45669937,-99.22029877,COT,KCOT
3845,Wilmington International Airport,34.27059936523437,-77.90260314941406,ILM,KILM
3846,"Baton Rouge Metropolitan, Ryan Field",30.53319931,-91.14959717,BTR,KBTR
3848,Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,TYR,KTYR
3849,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,BWI,KBWI
3850,Hobart Regional Airport,34.991316999999995,-99.05131300000001,HBR,KHBR
3851,Lanai Airport,20.785600662231445,-156.9510040283203,LNY,PHNY
3852,Alexandria International Airport,31.32740020751953,-92.54979705810548,AEX,KAEX
3853,Condron Army Air Field,32.34149933,-106.40299990000001,WSD,KWSD
3854,Cold Bay Airport,55.20610046386719,-162.72500610351562,CDB,PACD
3855,Tulsa International Airport,36.19839859008789,-95.88809967041016,TUL,KTUL
3856,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171878,SIT,PASI
3857,Long Island Mac Arthur Airport,40.79520035,-73.10019684,ISP,KISP
3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.8819999695,-93.22180175780001,MSP,KMSP
3859,New Castle Airport,39.67869949,-75.60649872,ILG,KILG
3860,Unalaska Airport,53.900100708000004,-166.54400634799998,DUT,PADU
3861,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,MSY,KMSY
3862,Portland International Jetport Airport,43.64619827,-70.30930328,PWM,KPWM
3863,Will Rogers World Airport,35.39310073852539,-97.60070037841795,OKC,KOKC
3864,Albany International Airport,42.74829864501953,-73.80169677734375,ALB,KALB
3865,Valdez Pioneer Field,61.13389969,-146.24800109999998,VDZ,PAVD
3866,Langley Air Force Base,37.082901000999996,-76.360496521,LFI,KLFI
3867,John Wayne Airport-Orange County Airport,33.67570114,-117.86799620000001,SNA,KSNA
3868,Columbus Air Force Base,33.643798828099996,-88.44380187990002,CBM,KCBM
3869,Kendall-Tamiami Executive Airport,25.6478996277,-80.432800293,TMB,KTMB
3870,Oceana NAS,36.8207016,-76.03350067,NTU,KNTU
3871,Grissom Air Reserve Base,40.648101806599996,-86.15209960940001,GUS,KGUS
3872,Casper-Natrona County International Airport,42.90800095,-106.4639969,CPR,KCPR
3873,Destin-Ft Walton Beach Airport,30.4832,-86.525398,VPS,KVPS
3874,Craig Field,32.343898773193004,-86.98780059814501,SEM,KSEM
3875,Key West International Airport,24.556100845336914,-81.75959777832031,EYW,KEYW
3876,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,CLT,KCLT
3877,McCarran International Airport,36.08010101,-115.15200039999999,LAS,KLAS
3878,Orlando International Airport,28.429399490356445,-81.30899810791016,MCO,KMCO
3879,Florence Regional Airport,34.18539810180664,-79.7238998413086,FLO,KFLO
3880,Great Falls International Airport,47.48199844,-111.3710022,GTF,KGTF
3881,Youngstown Warren Regional Airport,41.26070023,-80.67910004,YNG,KYNG
3882,Ladd AAF Airfield,64.83750153,-147.6139984,FBK,PAFB
3883,Mc Minnville Municipal Airport,45.19440079,-123.13600159999999,MMV,KMMV
3884,Robins Air Force Base,32.640098571799996,-83.59190368649999,WRB,KWRB
3944,Pullman Moscow Regional Airport,46.7439,-117.110001,PUW,KPUW
3945,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,LWS,KLWS
3946,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,ELM,KELM
3947,Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,ITH,KITH
3948,Monterey Peninsula Airport,36.58700180053711,-121.84300231933594,MRY,KMRY
3949,Santa Barbara Municipal Airport,34.42620087,-119.8399963,SBA,KSBA
3950,Daytona Beach International Airport,29.179899,-81.058098,DAB,KDAB
4004,Talkeetna Airport,62.320499420165994,-150.09399414062,TKA,PATK
4006,Tweed New Haven Airport,41.26369858,-72.88680267,HVN,KHVN
4007,Asheville Regional Airport,35.43619918823242,-82.54180145263672,AVL,KAVL
4008,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,GSO,KGSO
4009,Joe Foss Field Airport,43.5820007324,-96.741897583,FSD,KFSD
4011,Manchester Airport,42.93259811401367,-71.43569946289062,MHT,KMHT
4012,Naples Municipal Airport,26.1525993347,-81.7752990723,APF,KAPF
4014,Louisville International Standiford Field,38.1744,-85.736,SDF,KSDF
4015,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,CHO,KCHO
4016,Roanoke–Blacksburg Regional Airport,37.3255004883,-79.975402832,ROA,KROA
4017,Blue Grass Airport,38.0364990234375,-84.60590362548828,LEX,KLEX
4018,Evansville Regional Airport,38.0369987488,-87.53240203860001,EVV,KEVV
4019,Albuquerque International Sunport Airport,35.04019927978516,-106.60900115966795,ABQ,KABQ
4020,Gallatin Field,45.77750015,-111.15299990000001,BZN,KBZN
4021,Billings Logan International Airport,45.807701110839844,-108.54299926757812,BIL,KBIL
4022,Bert Mooney Airport,45.95479965209961,-112.49700164794922,BTM,KBTM
4023,Cherry Capital Airport,44.74140167236328,-85.58219909667969,TVC,KTVC
4025,Hancock County-Bar Harbor Airport,44.45000076,-68.36150359999999,BHB,KBHB
4026,Knox County Regional Airport,44.06010056,-69.09919739,RKD,KRKD
4027,Jackson Hole Airport,43.6072998046875,-110.73799896240234,JAC,KJAC
4028,Chicago Rockford International Airport,42.19540023803711,-89.09719848632812,RFD,KRFD
4034,Greenville Spartanburg International Airport,34.895698547399995,-82.2189025879,GSP,KGSP
4037,Central Illinois Regional Airport at Bloomington-Normal,40.47710037,-88.91590118,BMI,KBMI
4038,Gulfport Biloxi International Airport,30.40730094909668,-89.07009887695312,GPT,KGPT
4039,Kalamazoo Battle Creek International Airport,42.234901428222656,-85.5521011352539,AZO,KAZO
4040,Toledo Express Airport,41.58679962,-83.80780029,TOL,KTOL
4041,Fort Wayne International Airport,40.97850037,-85.19509888,FWA,KFWA
4042,Decatur Airport,39.83459854125977,-88.8656997680664,DEC,KDEC
4043,The Eastern Iowa Airport,41.88470077514648,-91.71080017089844,CID,KCID
4044,La Crosse Municipal Airport,43.879002,-91.256699,LSE,KLSE
4045,Central Wisconsin Airport,44.7775993347,-89.6668014526,CWA,KCWA
4046,General Wayne A. Downing Peoria International Airport,40.664199829100006,-89.6932983398,PIA,KPIA
4047,Appleton International Airport,44.258098602299995,-88.51909637450001,ATW,KATW
4048,Rochester International Airport,43.90829849243164,-92.5,RST,KRST
4049,University of Illinois Willard Airport,40.03919983,-88.27809906,CMI,KCMI
4050,Manhattan Regional Airport,39.14099884033203,-96.6707992553711,MHK,KMHK
4058,Venango Regional Airport,41.3778991699,-79.8603973389,FKL,KFKL
4063,Grand Junction Regional Airport,39.1223983765,-108.527000427,GJT,KGJT
4064,St George Municipal Airport,37.0363888889,-113.510305556,SGU,KSGU
4065,David Wayne Hooks Memorial Airport,30.0618000031,-95.5528030396,DWH,KDWH
4066,Port O'Connor Private Airport,28.42970085144043,-96.44439697265624,S46,XS46
4067,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,SRQ,KSRQ
4071,Van Nuys Airport,34.209800720215,-118.48999786376999,VNY,KVNY
4072,Quad City International Airport,41.44850158691406,-90.50749969482422,MLI,KMLI
4073,Panama City-Bay Co International Airport,30.212099,-85.6828,PFN,KPFN
4083,Bismarck Municipal Airport,46.77270126342773,-100.74600219726562,BIS,KBIS
4084,Telluride Regional Airport,37.9538002,-107.90799709999999,TEX,KTEX
4087,Rapid City Regional Airport,44.0452995300293,-103.05699920654295,RAP,KRAP
4088,Mc Clellan-Palomar Airport,33.12829971,-117.27999879999999,CLD,KCRQ
4089,Bishop International Airport,42.96540069580078,-83.74359893798828,FNT,KFNT
4098,Redding Municipal Airport,40.50899887,-122.2929993,RDD,KRDD
4099,Mahlon Sweet Field,44.12459945678711,-123.21199798583984,EUG,KEUG
4100,Idaho Falls Regional Airport,43.51459884643555,-112.0709991455078,IDA,KIDA
4101,Rogue Valley International Medford Airport,42.37419891357422,-122.8730010986328,MFR,KMFR
4103,Roberts Field,44.254100799999996,-121.15000149999999,RDM,KRDM
4112,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,CAK,KCAK
4113,Huntsville International Carl T Jones Field,34.637199401855,-86.775100708008,HSV,KHSV
4114,Mid Ohio Valley Regional Airport,39.34510040283203,-81.43920135498047,PKB,KPKB
4115,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,MGM,KMGM
4116,Tri Cities Regional Tn Va Airport,36.47520065307617,-82.40740203857422,TRI,KTRI
4117,Barkley Regional Airport,37.06079864501953,-88.7738037109375,PAH,KPAH
4124,Page Municipal Airport,36.92610168,-111.447998,PGA,KPGA
4127,Glacier Park International Airport,48.31050109863281,-114.25599670410156,FCA,KGPI
4128,MBS International Airport,43.532901763916016,-84.07959747314453,MBS,KMBS
4129,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,BGM,KBGM
4136,Blythe Airport,33.6192016602,-114.717002869,BLH,KBLH
4147,Petersburg James A Johnson Airport,56.80170059,-132.9450073,PSG,PAPG
4167,Orlando Sanford International Airport,28.7775993347168,-81.23750305175781,SFB,KSFB
4169,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,JST,KJST
4216,Missoula International Airport,46.91630173,-114.0910034,MSO,KMSO
4219,Grand Canyon National Park Airport,35.95240020751953,-112.14700317382812,GCN,KGCN
4220,Sugar Land Regional Airport,29.622299194335998,-95.65650177001999,SGR,KSGR
4222,Centennial Airport,39.57009888,-104.84899899999999,APA,KAPA
4223,Clovis Municipal Airport,34.4250984192,-103.07900238,CVN,KCVN
4224,Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,FST,KFST
4225,Las Vegas Municipal Airport,35.6542015076,-105.14199829100001,LVS,KLVS
4226,West Houston Airport,29.8181991577,-95.6725997925,IWS,KIWS
4227,La Junta Municipal Airport,38.04970169,-103.5090027,LHX,KLHX
4228,Las Cruces International Airport,32.28939819335937,-106.9219970703125,LRU,KLRU
4229,Stephens County Airport,32.71900177,-98.8909988403,BKD,KBKD
4230,Draughon Miller Central Texas Regional Airport,31.15250015258789,-97.40779876708984,TPL,KTPL
4231,Ozona Municipal Airport,30.735300064087,-101.20300292969,OZA,KOZA
4250,Eagle County Regional Airport,39.64260101,-106.9179993,EGE,KEGE
4253,Cuyahoga County Airport,41.5651016235,-81.4863967896,CGF,KCGF
4254,Mansfield Lahm Regional Airport,40.82139968869999,-82.5166015625,MFD,KMFD
4255,Columbus Metropolitan Airport,32.516300201416016,-84.93890380859375,CSG,KCSG
4256,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,LAW,KLAW
4257,Fort Collins Loveland Municipal Airport,40.4518013,-105.01100158700001,FNL,KFNL
4261,Flagstaff Pulliam Airport,35.13850021,-111.6709976,FLG,KFLG
4262,Lake Tahoe Airport,38.89390182495117,-119.99500274658205,TVL,KTVL
4263,Joslin Field Magic Valley Regional Airport,42.48180008,-114.487999,TWF,KTWF
4265,Martha's Vineyard Airport,41.393100738499996,-70.6143035889,MVY,KMVY
4268,Concord Municipal Airport,43.20270157,-71.50229645,CON,KCON
4270,Groton New London Airport,41.3301010131836,-72.04509735107422,GON,KGON
4271,St Cloud Regional Airport,45.54660034179688,-94.05989837646484,STC,KSTC
4273,Golden Triangle Regional Airport,33.450298309299995,-88.59140014649999,GTR,KGTR
4275,Bowerman Airport,46.9711990356,-123.93699646,HQM,KHQM
4276,Erie International Tom Ridge Field,42.0831270134,-80.1738667488,ERI,KERI
4278,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,HYA,KHYA
4280,Sedona Airport,34.848598480225,-111.78800201416,SDX,KSEZ
4284,Morgantown Municipal Walter L. Bill Hart Field,39.64289856,-79.91629791,MGW,KMGW
4285,Yeager Airport,38.37310028076172,-81.59320068359375,CRW,KCRW
